,HomePlanet,CryoSleep,Destination,Age,VIP,Side,Deck,Y
1924,1.0,1,2.0,18.0,0,1,7,1
1925,1.0,0,1.0,55.0,0,1,7,1
1926,,0,3.0,22.0,0,2,7,0
1927,2.0,0,1.0,34.0,0,1,4,1
1928,3.0,0,1.0,17.0,0,2,6,0
1929,1.0,1,2.0,38.0,0,2,7,0
1930,1.0,0,1.0,13.0,0,1,6,0
1931,1.0,1,1.0,19.0,0,2,7,1
1932,2.0,1,1.0,30.0,0,1,3,1
1933,2.0,0,1.0,27.0,1,1,3,0
1934,1.0,0,1.0,17.0,0,1,5,1
1935,2.0,0,3.0,45.0,0,2,3,0
1936,2.0,0,3.0,28.0,0,2,3,1
1937,1.0,0,1.0,23.0,0,2,6,0
1938,2.0,0,1.0,24.0,0,2,4,0
1939,2.0,0,1.0,23.0,0,2,4,1
1940,1.0,0,3.0,29.0,0,2,6,0
1941,1.0,0,1.0,46.0,0,1,7,0
1942,1.0,0,2.0,17.0,0,1,6,1
1943,1.0,0,1.0,20.0,0,1,7,0
1944,1.0,0,1.0,24.0,0,2,6,0
1945,2.0,0,1.0,40.0,0,1,1,0
1946,2.0,1,1.0,,0,1,1,1
1947,2.0,0,1.0,38.0,0,1,3,0
1948,2.0,0,1.0,65.0,0,2,1,1
1949,2.0,0,1.0,19.0,0,2,1,1
1950,1.0,0,1.0,54.0,0,2,6,1
1951,1.0,0,3.0,38.0,0,2,6,0
1952,1.0,0,1.0,40.0,0,2,7,1
1953,1.0,0,2.0,21.0,0,1,6,0
1954,1.0,0,1.0,22.0,0,1,6,1
1955,1.0,0,1.0,33.0,0,1,6,0
1956,3.0,0,1.0,18.0,0,2,4,1
1957,3.0,0,1.0,43.0,0,2,5,0
1959,3.0,0,1.0,26.0,0,2,6,0
1960,3.0,0,1.0,22.0,0,2,4,0
1961,3.0,1,1.0,21.0,0,1,6,1
1962,1.0,0,2.0,25.0,0,2,6,0
1963,3.0,0,1.0,29.0,0,2,6,0
1964,3.0,0,1.0,49.0,0,2,6,0
1965,2.0,1,3.0,29.0,0,2,2,1
1966,3.0,0,,45.0,0,2,4,1
1967,1.0,0,2.0,45.0,0,2,6,1
1968,2.0,0,1.0,30.0,0,2,3,0
1969,1.0,0,1.0,29.0,0,2,6,0
1971,1.0,1,3.0,16.0,0,2,7,0
1972,1.0,0,3.0,20.0,0,2,7,0
1973,1.0,0,1.0,33.0,0,1,7,0
1974,1.0,1,1.0,18.0,0,1,7,0
1975,3.0,0,1.0,24.0,0,1,6,0
1976,3.0,0,1.0,29.0,0,1,6,0
1977,2.0,1,3.0,40.0,0,2,2,1
1978,2.0,1,1.0,27.0,0,2,4,1
1979,1.0,1,1.0,35.0,0,2,7,0
1981,1.0,1,2.0,26.0,0,1,7,0
1982,3.0,0,1.0,49.0,0,2,4,1
1983,1.0,1,1.0,23.0,0,1,7,0
1984,1.0,1,2.0,23.0,0,1,7,0
1985,1.0,1,2.0,14.0,0,1,7,1
1986,1.0,0,3.0,21.0,0,2,7,0
1987,1.0,0,1.0,18.0,0,1,7,0
1988,1.0,0,1.0,,0,2,6,0
1989,1.0,0,1.0,19.0,0,1,6,1
1990,1.0,0,1.0,22.0,0,1,7,0
1991,1.0,0,1.0,17.0,0,1,6,0
1992,1.0,0,2.0,13.0,0,1,6,0
1993,1.0,0,1.0,26.0,0,1,5,0
1994,3.0,0,1.0,,0,2,4,0
1995,3.0,1,1.0,16.0,0,2,6,1
1996,3.0,0,1.0,20.0,0,1,6,0
1997,1.0,0,1.0,20.0,0,1,5,0
1998,1.0,0,1.0,23.0,0,1,5,0
1999,1.0,0,1.0,61.0,0,2,7,0
2000,3.0,1,1.0,27.0,0,1,6,1
2001,3.0,0,3.0,3.0,0,1,6,1
2002,3.0,0,3.0,4.0,0,1,6,1
2003,1.0,1,3.0,13.0,0,2,7,1
2004,3.0,1,1.0,19.0,0,2,6,1
2005,1.0,0,1.0,18.0,0,1,6,1
2006,1.0,0,3.0,66.0,0,1,5,1
2007,3.0,1,1.0,39.0,0,2,6,1
2008,1.0,0,1.0,21.0,0,2,6,0
2009,1.0,1,1.0,7.0,0,2,7,0
2011,1.0,0,1.0,15.0,0,1,6,0
2012,3.0,0,1.0,,0,2,5,1
2013,1.0,0,1.0,13.0,0,2,6,0
2014,2.0,1,1.0,18.0,0,2,2,1
2015,1.0,1,2.0,38.0,0,1,7,0
2016,1.0,0,1.0,45.0,0,1,6,0
2017,1.0,1,1.0,21.0,0,1,7,0
2018,1.0,0,1.0,19.0,0,1,7,0
2019,1.0,0,1.0,49.0,0,2,6,0
2020,1.0,0,1.0,21.0,0,2,6,1
2021,1.0,0,1.0,18.0,0,2,6,1
2022,3.0,1,1.0,43.0,0,1,6,1
2023,3.0,1,2.0,27.0,0,2,6,1
2024,3.0,0,1.0,0.0,0,2,6,1
2025,1.0,0,1.0,27.0,0,1,7,0
2026,2.0,1,1.0,21.0,0,1,2,1
2027,1.0,0,2.0,20.0,0,1,6,0
2028,3.0,1,1.0,35.0,0,2,6,1
2029,3.0,0,1.0,20.0,0,2,6,0
2030,1.0,0,1.0,24.0,0,1,6,0
2031,1.0,0,1.0,41.0,0,1,7,0
2032,1.0,0,2.0,23.0,0,2,7,1
2033,1.0,1,2.0,27.0,0,1,7,1
2034,1.0,1,3.0,58.0,0,2,7,1
2035,3.0,1,1.0,53.0,0,1,6,1
2036,2.0,0,1.0,30.0,0,2,3,0
2037,1.0,0,3.0,24.0,0,2,6,0
2038,2.0,0,1.0,31.0,0,1,2,0
2039,3.0,0,2.0,46.0,0,2,6,0
2040,3.0,0,1.0,20.0,0,2,6,0
2041,1.0,1,1.0,20.0,0,2,7,0
2042,1.0,0,1.0,30.0,0,1,6,0
2043,1.0,0,3.0,24.0,0,1,6,0
2044,1.0,0,1.0,34.0,0,1,7,0
2045,1.0,0,,20.0,0,2,6,0
2046,3.0,1,1.0,48.0,0,2,6,1
2047,1.0,0,2.0,25.0,0,1,6,0
2048,1.0,1,1.0,43.0,0,2,7,0
2049,1.0,0,1.0,27.0,0,1,6,1
2050,2.0,0,1.0,47.0,0,1,2,0
2051,2.0,0,3.0,26.0,0,1,2,1
2052,2.0,1,1.0,37.0,0,1,2,1
2053,2.0,0,3.0,42.0,0,1,2,0
2054,1.0,0,3.0,61.0,0,2,5,1
2055,3.0,0,1.0,29.0,0,1,6,0
2056,2.0,0,3.0,32.0,0,2,4,1
2057,3.0,0,1.0,51.0,0,1,6,0
2058,3.0,0,1.0,43.0,0,2,4,0
2059,2.0,1,3.0,25.0,0,2,2,1
2060,1.0,0,1.0,31.0,0,2,5,0
2061,1.0,0,2.0,13.0,0,2,6,0
2062,1.0,0,1.0,20.0,0,2,7,0
2063,1.0,0,1.0,29.0,0,2,6,0
2064,1.0,1,1.0,16.0,0,2,7,0
2065,1.0,0,1.0,15.0,0,2,6,1
2066,1.0,0,1.0,50.0,0,1,6,0
2067,2.0,0,3.0,41.0,1,2,1,1
2068,2.0,0,1.0,43.0,0,2,1,1
2069,2.0,1,1.0,32.0,0,2,1,1
2070,2.0,0,,36.0,0,2,1,0
2072,1.0,0,1.0,47.0,0,2,7,1
2073,1.0,1,2.0,29.0,0,1,7,1
2074,1.0,0,1.0,,0,2,7,0
2075,1.0,0,1.0,14.0,0,2,6,1
2076,1.0,1,2.0,25.0,0,1,7,0
2077,3.0,0,1.0,63.0,0,2,5,0
2078,1.0,0,1.0,22.0,0,2,6,0
2079,3.0,0,1.0,32.0,0,2,5,0
2080,1.0,0,3.0,31.0,0,2,6,0
2081,1.0,0,1.0,24.0,0,2,6,0
2082,1.0,0,1.0,39.0,0,1,7,0
2083,3.0,1,3.0,20.0,0,1,6,1
2084,3.0,1,3.0,20.0,0,1,6,1
2085,3.0,0,1.0,19.0,0,1,5,0
2086,3.0,0,3.0,20.0,0,1,5,0
2087,3.0,0,1.0,31.0,0,1,4,0
2088,3.0,1,3.0,17.0,0,1,6,1
2089,3.0,0,1.0,24.0,0,1,6,0
2090,1.0,0,1.0,27.0,0,1,6,0
2091,2.0,0,3.0,28.0,0,2,3,1
2092,2.0,1,1.0,41.0,0,2,3,1
2093,2.0,1,3.0,25.0,0,2,1,1
2094,1.0,0,2.0,26.0,0,2,6,1
2095,1.0,0,1.0,27.0,0,1,6,0
2096,1.0,0,1.0,22.0,0,1,7,1
2097,2.0,0,3.0,62.0,0,2,1,0
2098,2.0,0,1.0,58.0,0,2,1,0
2099,1.0,0,,37.0,0,1,7,0
2100,1.0,0,1.0,54.0,0,2,7,0
2101,1.0,0,1.0,26.0,0,1,6,0
2102,2.0,1,3.0,44.0,0,1,3,1
2103,2.0,1,1.0,34.0,0,1,3,1
2104,1.0,1,1.0,47.0,0,2,7,1
2105,2.0,0,1.0,27.0,1,1,3,1
2106,2.0,1,3.0,22.0,0,1,2,1
2107,1.0,1,1.0,46.0,0,1,7,1
2108,1.0,0,1.0,29.0,0,2,6,1
2109,1.0,0,3.0,43.0,0,1,7,0
2110,1.0,0,1.0,42.0,0,1,6,0
2111,1.0,0,1.0,39.0,0,2,6,1
2112,3.0,0,1.0,30.0,0,1,6,0
2113,3.0,0,1.0,43.0,0,2,5,1
2114,1.0,1,1.0,19.0,0,1,7,0
2115,3.0,1,1.0,26.0,0,1,6,1
2116,3.0,0,1.0,46.0,0,1,6,1
2117,1.0,0,1.0,3.0,0,1,7,1
2119,1.0,0,1.0,1.0,0,1,7,1
2120,1.0,0,1.0,22.0,0,2,5,0
2121,2.0,1,3.0,27.0,0,1,3,1
2122,2.0,1,3.0,28.0,0,1,3,1
2123,3.0,0,2.0,36.0,0,1,6,0
2124,1.0,0,1.0,19.0,0,2,7,0
2125,2.0,1,3.0,18.0,0,1,3,1
2126,2.0,0,3.0,47.0,0,2,2,0
2127,2.0,0,1.0,18.0,0,2,2,0
2128,1.0,0,1.0,6.0,0,1,5,1
2129,1.0,0,1.0,20.0,0,1,6,0
2130,3.0,0,1.0,18.0,0,1,6,0
2131,1.0,0,1.0,37.0,0,1,6,0
2132,1.0,0,1.0,22.0,0,2,5,0
2133,3.0,0,1.0,37.0,0,1,6,1
2134,1.0,0,3.0,6.0,0,2,7,0
2135,1.0,0,1.0,36.0,0,2,7,0
2136,1.0,0,3.0,46.0,0,2,6,0
2137,1.0,0,1.0,75.0,0,1,6,0
2138,1.0,0,1.0,37.0,0,1,6,0
2139,1.0,1,1.0,22.0,0,1,7,1
2140,1.0,0,2.0,33.0,0,1,6,0
2141,3.0,0,1.0,35.0,0,2,6,0
2142,2.0,0,3.0,19.0,0,1,3,0
2143,2.0,0,3.0,34.0,0,1,3,0
2144,1.0,0,1.0,23.0,0,2,6,1
2145,1.0,0,3.0,37.0,0,2,7,0
2146,1.0,0,3.0,24.0,0,2,6,0
2147,2.0,0,1.0,54.0,1,1,1,0
2148,3.0,0,3.0,52.0,0,1,6,1
2149,1.0,1,1.0,60.0,0,2,7,0
2150,2.0,0,1.0,1.0,0,1,3,1
2151,2.0,0,1.0,,0,1,3,1
2152,2.0,0,1.0,22.0,0,1,3,0
2153,2.0,0,3.0,27.0,0,1,3,1
2154,2.0,1,3.0,48.0,0,1,3,1
2155,2.0,0,3.0,47.0,0,1,3,0
2156,2.0,1,1.0,25.0,0,2,4,1
2157,2.0,0,3.0,49.0,0,2,4,0
2158,2.0,0,1.0,33.0,0,2,4,0
2159,2.0,0,1.0,67.0,0,2,4,1
2160,1.0,1,2.0,5.0,0,1,7,0
2161,2.0,1,3.0,60.0,0,1,4,1
2162,2.0,1,1.0,56.0,0,1,4,1
2163,2.0,0,1.0,59.0,0,1,4,0
2164,2.0,1,1.0,44.0,0,1,4,1
2165,1.0,0,1.0,33.0,0,1,7,0
2166,,1,1.0,28.0,0,2,7,0
2167,3.0,0,1.0,29.0,0,1,6,0
2168,1.0,1,1.0,13.0,0,2,7,0
2169,2.0,1,3.0,34.0,0,1,2,1
2170,1.0,1,2.0,45.0,0,2,7,1
2171,1.0,0,1.0,39.0,0,2,7,0
2172,1.0,0,1.0,18.0,0,1,6,0
2173,,1,2.0,57.0,0,1,7,0
2174,1.0,0,3.0,,0,2,6,0
2175,1.0,1,2.0,25.0,0,2,7,1
2176,1.0,1,2.0,22.0,0,2,7,0
2177,2.0,0,1.0,32.0,0,1,2,1
2178,3.0,1,1.0,29.0,0,1,6,1
2179,1.0,0,1.0,21.0,0,2,6,0
2180,3.0,0,1.0,16.0,0,1,5,0
2181,2.0,1,3.0,45.0,0,2,1,1
2182,2.0,0,1.0,44.0,1,2,1,0
2183,1.0,1,3.0,27.0,0,1,7,1
2184,1.0,0,1.0,26.0,0,1,6,0
2185,3.0,0,1.0,46.0,0,1,6,0
2186,1.0,0,2.0,24.0,0,2,6,0
2187,1.0,0,1.0,15.0,0,2,6,1
2188,1.0,1,2.0,53.0,0,2,7,0
2189,1.0,0,3.0,28.0,0,1,6,0
2190,1.0,1,1.0,11.0,0,1,7,1
2191,1.0,1,1.0,7.0,0,1,7,0
2192,1.0,1,2.0,0.0,0,1,7,1
2193,1.0,1,3.0,15.0,0,1,7,1
2194,1.0,0,3.0,31.0,0,1,7,0
2195,1.0,0,1.0,9.0,0,1,7,0
2196,2.0,0,3.0,44.0,1,2,4,0
2197,1.0,0,1.0,35.0,0,2,7,0
2198,1.0,0,1.0,30.0,0,2,7,1
2199,1.0,0,3.0,13.0,0,2,6,0
2200,3.0,0,1.0,45.0,1,2,4,0
2201,3.0,1,1.0,4.0,0,2,4,1
2202,3.0,1,1.0,21.0,0,2,4,1
2203,1.0,0,1.0,20.0,0,1,5,0
2204,1.0,1,1.0,24.0,0,1,7,1
2205,1.0,1,2.0,3.0,0,1,7,0
2206,1.0,0,,29.0,0,1,6,1
2207,2.0,0,1.0,28.0,0,2,3,1
2208,1.0,0,1.0,44.0,0,1,7,1
2209,2.0,1,1.0,50.0,0,1,4,1
2210,3.0,1,1.0,35.0,0,1,6,0
2211,1.0,0,1.0,19.0,0,1,6,0
2212,3.0,0,1.0,22.0,0,1,5,0
2213,1.0,0,1.0,30.0,0,1,6,0
2214,2.0,0,1.0,36.0,0,2,4,0
2215,3.0,0,1.0,20.0,0,2,5,1
2216,1.0,0,3.0,22.0,0,1,7,1
2217,1.0,0,3.0,22.0,0,2,6,0
2218,2.0,1,2.0,32.0,0,1,3,1
2219,1.0,0,1.0,35.0,0,1,6,0
2220,1.0,0,3.0,41.0,0,1,6,0
2221,1.0,1,1.0,57.0,0,2,7,0
2222,1.0,1,2.0,3.0,0,2,7,0
2223,1.0,0,3.0,11.0,0,2,7,1
2224,1.0,0,1.0,4.0,0,2,7,1
2225,1.0,1,1.0,17.0,0,2,7,0
2226,1.0,0,1.0,30.0,0,2,7,0
2228,3.0,0,1.0,23.0,0,2,6,0
2229,1.0,0,1.0,58.0,0,1,5,1
2230,1.0,0,1.0,22.0,0,2,7,0
2231,1.0,0,1.0,24.0,0,1,7,0
2232,1.0,0,1.0,20.0,0,1,5,0
2233,,1,1.0,37.0,0,1,7,1
2234,1.0,0,1.0,49.0,0,1,7,0
2235,1.0,0,1.0,46.0,0,2,5,0
2236,1.0,0,1.0,30.0,0,2,7,0
2237,1.0,0,3.0,36.0,0,2,7,0
2238,1.0,0,1.0,21.0,0,1,6,0
2239,3.0,0,1.0,25.0,1,2,5,0
2240,1.0,1,2.0,42.0,0,1,7,1
2241,1.0,1,1.0,13.0,0,1,7,0
2242,1.0,0,,25.0,0,2,7,0
2243,2.0,0,1.0,29.0,0,2,3,0
2244,2.0,1,1.0,17.0,0,2,3,1
2245,2.0,0,3.0,36.0,0,2,3,1
2246,,1,1.0,44.0,0,2,3,1
2247,3.0,1,1.0,18.0,0,2,6,1
2248,1.0,0,3.0,22.0,0,1,6,0
2249,1.0,1,1.0,22.0,0,1,7,1
2250,1.0,1,1.0,43.0,0,1,7,1
2251,1.0,0,1.0,29.0,0,1,6,1
2252,1.0,1,1.0,24.0,0,1,7,1
2253,1.0,1,2.0,18.0,0,2,7,1
2254,2.0,0,1.0,42.0,0,1,8,0
2255,1.0,0,1.0,43.0,0,2,7,0
2256,1.0,0,1.0,32.0,0,1,7,0
2257,1.0,1,1.0,15.0,0,1,7,1
2258,3.0,0,1.0,22.0,0,1,5,1
2259,1.0,1,1.0,20.0,0,1,7,0
2260,1.0,0,1.0,34.0,0,2,7,1
2261,3.0,1,1.0,70.0,0,2,6,1
2262,3.0,1,1.0,18.0,0,2,6,1
2263,2.0,1,1.0,26.0,0,2,2,1
2264,1.0,0,1.0,17.0,0,1,6,0
2265,1.0,0,1.0,13.0,0,1,6,0
2266,1.0,0,1.0,19.0,0,1,6,0
2267,2.0,1,1.0,32.0,0,1,3,1
2268,1.0,0,1.0,33.0,0,2,6,0
2269,1.0,0,1.0,21.0,0,1,6,0
2270,3.0,1,1.0,23.0,0,1,6,1
2271,1.0,0,1.0,24.0,0,1,6,1
2272,1.0,0,3.0,17.0,0,2,6,0
2273,3.0,1,1.0,34.0,0,1,6,1
2274,,0,1.0,31.0,0,1,4,0
2275,1.0,0,3.0,43.0,0,1,6,0
2276,1.0,0,,43.0,0,2,5,0
2277,1.0,0,1.0,33.0,0,1,6,1
2278,3.0,1,1.0,28.0,0,1,6,1
2279,3.0,1,1.0,27.0,0,1,5,0
2280,3.0,1,1.0,7.0,0,1,6,1
2281,,1,2.0,16.0,0,2,7,0
2282,1.0,0,3.0,42.0,0,2,6,0
2283,3.0,1,1.0,27.0,0,1,5,1
2284,1.0,0,1.0,19.0,0,1,6,0
2285,3.0,0,1.0,42.0,0,2,6,0
2286,1.0,1,2.0,13.0,0,1,7,0
2287,1.0,1,1.0,16.0,0,1,7,1
2288,1.0,0,1.0,21.0,0,1,6,1
2289,1.0,1,2.0,28.0,0,1,7,1
2290,,1,1.0,69.0,0,2,7,0
2291,1.0,1,2.0,15.0,0,2,7,0
2292,1.0,0,1.0,48.0,0,2,5,0
2293,1.0,0,1.0,42.0,0,2,6,0
2294,3.0,0,1.0,42.0,0,2,4,0
2295,1.0,0,1.0,23.0,0,2,7,0
2296,1.0,0,1.0,26.0,0,2,7,0
2297,1.0,0,1.0,45.0,0,1,7,0
2298,1.0,0,1.0,30.0,0,2,5,0
2299,3.0,1,1.0,36.0,0,2,6,1
2300,2.0,0,1.0,,0,1,3,0
2301,1.0,0,1.0,35.0,0,1,6,0
2302,2.0,1,1.0,21.0,0,1,3,1
2303,2.0,1,3.0,50.0,0,1,3,1
2304,1.0,1,1.0,52.0,0,1,7,0
2306,1.0,0,3.0,41.0,0,2,6,0
2307,1.0,0,3.0,35.0,0,2,6,0
2308,1.0,0,1.0,26.0,0,1,6,0
2309,1.0,0,1.0,17.0,0,1,6,0
2310,3.0,0,1.0,69.0,0,2,4,0
2311,2.0,1,1.0,27.0,0,1,2,1
2312,1.0,0,2.0,25.0,0,2,7,0
2313,3.0,1,1.0,27.0,0,2,6,1
2314,1.0,0,1.0,25.0,0,2,6,0
2316,1.0,0,1.0,14.0,0,2,5,0
2317,2.0,1,3.0,27.0,0,2,3,1
2318,1.0,0,1.0,22.0,0,2,7,0
2319,1.0,0,1.0,24.0,0,2,7,0
2320,3.0,0,1.0,,0,1,6,0
2321,3.0,0,1.0,4.0,0,1,6,1
2322,,0,1.0,19.0,0,1,5,0
2323,1.0,0,1.0,19.0,0,1,5,0
2324,,0,3.0,38.0,0,1,1,0
2325,2.0,1,3.0,39.0,0,1,1,1
2326,2.0,0,3.0,23.0,0,1,1,0
2327,2.0,1,3.0,57.0,0,2,4,1
2328,2.0,1,1.0,18.0,0,2,4,1
2329,1.0,0,1.0,43.0,0,2,6,0
2330,3.0,0,1.0,28.0,0,1,6,1
2331,2.0,0,3.0,33.0,0,2,3,0
2332,2.0,1,3.0,37.0,0,2,3,1
2334,2.0,0,3.0,28.0,1,2,2,0
2335,2.0,1,3.0,18.0,0,2,2,1
2336,1.0,0,3.0,29.0,0,1,7,0
2337,2.0,1,1.0,29.0,0,1,3,1
2338,2.0,1,3.0,28.0,0,1,3,1
2339,1.0,0,1.0,24.0,0,2,6,1
2340,2.0,0,1.0,59.0,0,1,3,0
2341,3.0,1,1.0,43.0,0,1,5,0
2342,3.0,1,1.0,20.0,0,1,6,1
2343,2.0,1,3.0,23.0,0,1,2,1
2344,2.0,1,3.0,27.0,0,1,4,1
2345,2.0,1,3.0,38.0,0,1,2,1
2346,1.0,1,2.0,38.0,0,2,7,1
2347,3.0,0,1.0,48.0,0,2,6,1
2348,3.0,0,1.0,25.0,0,2,6,0
2349,1.0,1,2.0,25.0,0,1,7,1
2350,3.0,0,1.0,24.0,0,2,6,0
2351,3.0,1,1.0,69.0,0,2,6,1
2352,2.0,0,3.0,20.0,0,1,2,0
2353,2.0,1,3.0,18.0,0,1,2,1
2354,1.0,1,1.0,28.0,0,1,7,0
2355,1.0,0,2.0,23.0,0,1,5,1
2356,3.0,0,1.0,24.0,0,2,5,0
2357,2.0,0,,44.0,0,1,2,0
2358,3.0,0,1.0,29.0,0,1,5,0
2359,2.0,0,3.0,6.0,0,2,2,1
2360,2.0,0,1.0,42.0,0,2,2,0
2361,1.0,1,3.0,78.0,0,1,7,0
2362,1.0,0,1.0,36.0,0,2,6,0
2364,2.0,0,3.0,41.0,0,1,1,1
2365,1.0,0,1.0,18.0,0,2,7,0
2366,3.0,0,1.0,62.0,0,1,6,0
2367,3.0,0,1.0,0.0,0,1,6,1
2368,3.0,0,1.0,55.0,0,1,6,0
2369,1.0,1,1.0,16.0,0,1,7,1
2370,1.0,0,1.0,32.0,0,1,6,0
2371,1.0,0,1.0,19.0,0,2,6,1
2372,1.0,0,3.0,7.0,0,2,7,1
2373,1.0,0,3.0,4.0,0,2,7,1
2374,2.0,1,1.0,30.0,0,2,4,1
2375,2.0,1,3.0,24.0,0,1,2,1
2376,2.0,1,1.0,34.0,0,1,2,1
2377,2.0,1,1.0,30.0,0,2,3,1
2378,3.0,0,1.0,3.0,0,1,6,1
2379,3.0,0,1.0,32.0,0,1,6,1
2380,3.0,0,1.0,55.0,0,1,6,1
2381,3.0,1,1.0,0.0,0,1,6,1
2383,1.0,1,2.0,0.0,0,1,7,1
2384,1.0,0,1.0,21.0,0,1,7,0
2385,1.0,0,1.0,2.0,0,1,7,0
2386,1.0,0,1.0,19.0,0,2,5,0
2387,3.0,1,1.0,24.0,0,1,6,1
2388,3.0,0,1.0,20.0,0,1,6,0
2389,2.0,0,1.0,42.0,0,2,5,1
2390,3.0,1,1.0,17.0,0,1,6,1
2391,3.0,0,1.0,32.0,0,1,5,0
2392,1.0,0,1.0,28.0,0,1,7,1
2393,2.0,1,3.0,21.0,0,2,3,1
2394,2.0,1,3.0,56.0,1,2,3,1
2395,2.0,1,3.0,28.0,0,1,3,1
2396,1.0,0,1.0,42.0,0,2,6,0
2397,1.0,0,1.0,18.0,0,2,6,0
2398,1.0,0,1.0,24.0,0,2,7,0
2399,1.0,0,1.0,20.0,0,1,5,0
2400,1.0,0,1.0,22.0,0,1,6,0
2401,1.0,0,1.0,22.0,0,1,7,0
2402,1.0,0,2.0,21.0,0,1,7,0
2403,1.0,0,1.0,28.0,0,1,7,1
2404,2.0,1,1.0,26.0,0,1,3,1
2405,2.0,1,3.0,50.0,0,1,3,1
2406,2.0,0,1.0,26.0,0,1,3,0
2407,2.0,0,1.0,30.0,1,1,3,0
2408,2.0,1,1.0,29.0,0,1,3,1
2409,1.0,0,1.0,8.0,0,1,7,0
2410,1.0,0,1.0,45.0,0,1,7,0
2411,1.0,1,2.0,35.0,0,1,7,1
2412,1.0,0,2.0,18.0,0,2,6,0
2413,1.0,0,1.0,23.0,0,2,7,0
2414,3.0,0,1.0,29.0,1,1,4,0
2415,3.0,0,1.0,18.0,0,1,4,0
2416,1.0,0,1.0,28.0,0,1,7,0
2417,2.0,1,1.0,34.0,0,2,2,1
2418,3.0,0,3.0,0.0,0,1,6,1
2419,3.0,0,1.0,4.0,0,1,6,1
2420,3.0,0,1.0,28.0,0,1,4,0
2421,3.0,0,1.0,8.0,0,1,6,1
2422,3.0,0,1.0,20.0,0,1,4,0
2423,3.0,1,1.0,20.0,0,1,6,1
2424,3.0,1,1.0,25.0,0,2,6,1
2425,,0,3.0,31.0,0,2,6,0
2426,3.0,0,1.0,37.0,0,1,6,0
2428,3.0,1,1.0,24.0,0,1,6,1
2429,3.0,1,1.0,34.0,0,1,5,0
2430,3.0,0,3.0,0.0,0,1,5,1
2431,3.0,1,1.0,25.0,0,1,5,0
2432,3.0,1,3.0,43.0,0,2,4,1
2433,1.0,0,1.0,,0,1,6,0
2434,1.0,0,1.0,45.0,0,1,6,0
2435,2.0,1,1.0,63.0,0,2,2,1
2436,2.0,1,1.0,17.0,0,2,2,1
2437,2.0,0,3.0,35.0,0,2,2,1
2438,2.0,0,1.0,12.0,0,2,2,1
2439,1.0,1,2.0,,0,2,7,1
2440,1.0,0,1.0,17.0,0,1,6,0
2441,1.0,0,2.0,32.0,0,1,7,0
2442,,1,1.0,23.0,0,1,5,1
2443,1.0,0,3.0,17.0,0,2,6,0
2444,1.0,0,3.0,34.0,0,2,6,0
2445,1.0,0,1.0,15.0,0,1,6,0
2446,1.0,1,1.0,14.0,0,1,7,1
2447,1.0,0,1.0,22.0,0,1,5,0
2448,1.0,0,1.0,19.0,0,1,6,0
2449,1.0,0,2.0,40.0,0,1,6,0
2450,2.0,1,3.0,25.0,0,1,1,1
2451,2.0,0,3.0,51.0,0,1,1,0
2452,1.0,0,1.0,22.0,0,1,7,0
2453,3.0,1,3.0,50.0,0,1,6,1
2454,1.0,0,3.0,26.0,0,1,7,0
2455,3.0,1,1.0,39.0,0,2,6,1
2456,3.0,0,1.0,18.0,0,1,4,1
2457,1.0,0,1.0,22.0,0,2,7,0
2458,1.0,0,1.0,26.0,0,2,5,0
2459,1.0,0,1.0,19.0,0,2,6,0
2460,1.0,1,2.0,16.0,0,2,7,0
2461,,0,1.0,24.0,0,1,7,0
2462,1.0,0,2.0,34.0,0,2,6,0
2463,2.0,0,1.0,55.0,0,2,3,1
2464,2.0,0,1.0,42.0,0,2,3,0
2465,2.0,1,1.0,14.0,0,2,3,1
2466,2.0,0,3.0,28.0,0,2,3,1
2467,2.0,1,3.0,26.0,0,2,3,1
2468,2.0,0,3.0,33.0,0,1,2,0
2469,1.0,0,1.0,24.0,0,1,6,0
2470,1.0,0,1.0,23.0,0,2,7,0
2471,3.0,0,1.0,16.0,0,1,4,0
2472,1.0,1,1.0,36.0,0,1,7,0
2473,2.0,1,3.0,44.0,0,2,2,1
2474,1.0,0,1.0,22.0,0,2,6,1
2475,1.0,1,1.0,30.0,0,2,7,0
2476,1.0,0,1.0,20.0,0,2,6,0
2477,1.0,0,1.0,21.0,0,1,6,0
2478,3.0,0,1.0,14.0,0,2,5,1
2479,1.0,0,1.0,27.0,0,1,6,0
2480,1.0,0,1.0,19.0,0,2,6,0
2481,1.0,1,1.0,21.0,0,2,7,1
2482,3.0,0,3.0,,0,1,6,0
2483,1.0,0,3.0,13.0,0,1,6,1
2484,3.0,1,2.0,71.0,0,2,5,1
2485,3.0,1,1.0,28.0,0,2,5,0
2486,3.0,0,3.0,18.0,0,2,5,0
2487,1.0,0,3.0,23.0,0,2,6,0
2488,1.0,0,3.0,34.0,0,2,7,0
2489,1.0,0,1.0,20.0,0,1,7,0
2490,1.0,0,3.0,17.0,0,1,6,0
2491,1.0,0,2.0,21.0,0,1,6,0
2492,2.0,0,1.0,33.0,0,2,3,1
2493,2.0,0,3.0,34.0,0,1,2,1
2494,2.0,0,1.0,51.0,0,2,4,0
2495,1.0,0,1.0,21.0,0,2,6,1
2496,1.0,1,1.0,,0,2,7,0
2497,1.0,0,1.0,31.0,0,1,7,0
2498,2.0,0,1.0,36.0,0,2,1,1
