,HomePlanet,CryoSleep,Destination,Age,VIP,Side,Deck
645,3.0,0,1.0,32.0,0,1,6
646,1.0,0,1.0,23.0,0,1,6
647,2.0,1,3.0,26.0,0,1,3
648,2.0,1,1.0,15.0,0,1,3
649,1.0,1,1.0,15.0,0,2,7
650,1.0,0,1.0,26.0,0,2,7
651,1.0,1,1.0,15.0,0,2,7
652,1.0,0,3.0,13.0,0,2,7
653,2.0,0,1.0,33.0,0,1,1
654,2.0,0,1.0,47.0,0,1,1
655,2.0,0,3.0,27.0,0,1,1
656,1.0,0,2.0,18.0,0,2,6
657,1.0,0,1.0,10.0,0,1,7
658,1.0,1,1.0,40.0,0,2,7
659,1.0,1,3.0,28.0,0,2,7
660,3.0,0,3.0,23.0,0,2,6
661,3.0,0,1.0,23.0,0,2,5
662,3.0,1,3.0,41.0,0,2,6
663,3.0,0,1.0,20.0,0,2,4
664,3.0,1,1.0,29.0,0,2,6
665,3.0,1,1.0,17.0,0,2,6
666,3.0,0,1.0,21.0,0,2,6
667,3.0,1,1.0,25.0,0,1,6
668,3.0,0,1.0,25.0,0,1,5
669,1.0,0,1.0,28.0,0,1,7
670,3.0,1,1.0,24.0,0,2,6
671,3.0,0,1.0,56.0,0,2,5
672,1.0,0,1.0,36.0,0,1,7
673,1.0,0,2.0,20.0,0,2,6
674,1.0,0,1.0,50.0,0,2,6
675,1.0,1,2.0,29.0,0,1,7
676,1.0,0,1.0,34.0,0,1,6
677,1.0,1,2.0,40.0,0,1,7
678,1.0,0,1.0,20.0,0,1,7
679,1.0,1,1.0,36.0,0,1,7
680,1.0,0,1.0,25.0,0,2,5
681,2.0,1,3.0,25.0,1,2,2
682,1.0,1,2.0,17.0,0,2,7
683,2.0,0,1.0,42.0,0,1,2
684,1.0,1,2.0,47.0,0,2,7
685,1.0,0,1.0,23.0,0,1,6
686,3.0,0,1.0,26.0,0,1,5
687,3.0,0,1.0,39.0,1,2,4
688,3.0,1,1.0,43.0,0,2,5
689,1.0,0,1.0,23.0,0,1,5
690,1.0,0,1.0,46.0,0,1,6
691,2.0,1,3.0,31.0,0,2,1
692,2.0,0,1.0,37.0,0,2,1
693,2.0,0,3.0,48.0,0,2,1
694,3.0,0,1.0,28.0,0,2,6
695,3.0,0,1.0,38.0,0,2,6
696,3.0,0,1.0,31.0,0,2,4
697,1.0,0,1.0,35.0,0,2,6
698,1.0,0,2.0,28.0,0,1,7
699,1.0,0,1.0,29.0,0,1,6
700,1.0,0,1.0,19.0,0,1,7
701,1.0,0,1.0,26.0,0,1,7
702,3.0,0,1.0,44.0,0,1,5
703,1.0,0,1.0,59.0,0,2,7
704,1.0,0,3.0,23.0,0,2,6
705,1.0,0,2.0,48.0,0,1,7
706,1.0,1,1.0,49.0,0,2,7
707,1.0,0,1.0,15.0,0,1,7
708,3.0,0,1.0,30.0,0,2,6
709,3.0,0,1.0,20.0,0,2,6
710,1.0,1,1.0,20.0,0,1,7
711,1.0,0,1.0,6.0,0,2,7
712,1.0,1,1.0,1.0,0,2,7
714,1.0,0,1.0,2.0,0,2,7
715,1.0,1,1.0,8.0,0,2,7
716,1.0,1,2.0,29.0,0,1,7
717,1.0,0,1.0,43.0,0,1,6
718,1.0,0,1.0,73.0,0,1,7
719,1.0,0,1.0,48.0,0,1,6
720,1.0,0,3.0,24.0,0,2,7
721,2.0,0,1.0,20.0,0,1,2
722,2.0,0,1.0,17.0,0,1,2
723,1.0,1,1.0,42.0,0,1,7
724,3.0,1,1.0,22.0,0,2,6
725,1.0,0,2.0,54.0,0,1,5
726,1.0,1,1.0,41.0,0,2,7
727,1.0,1,2.0,0.0,0,1,7
728,1.0,0,1.0,20.0,0,1,7
729,2.0,0,3.0,54.0,0,2,3
730,2.0,0,3.0,73.0,0,2,3
731,1.0,0,3.0,17.0,0,2,6
733,1.0,1,3.0,60.0,0,1,7
734,1.0,1,1.0,50.0,0,1,7
735,3.0,1,1.0,17.0,0,1,6
736,3.0,1,1.0,18.0,0,1,6
737,1.0,0,3.0,25.0,0,1,3
738,2.0,0,3.0,57.0,1,1,3
739,2.0,1,3.0,46.0,0,1,3
740,2.0,1,1.0,71.0,0,1,3
741,1.0,0,1.0,21.0,0,1,6
742,3.0,0,1.0,38.0,0,1,6
743,1.0,0,1.0,23.0,0,2,6
744,3.0,0,1.0,24.0,0,2,6
745,1.0,1,2.0,25.0,0,2,7
746,1.0,1,2.0,35.0,0,2,7
747,1.0,0,2.0,21.0,0,2,7
748,1.0,0,1.0,22.0,0,2,6
749,2.0,0,3.0,60.0,0,1,2
750,2.0,0,1.0,29.0,0,1,2
751,1.0,0,1.0,49.0,0,2,5
752,3.0,1,1.0,27.0,0,2,6
753,1.0,0,1.0,23.0,0,1,6
754,3.0,0,1.0,23.0,0,2,5
755,3.0,0,1.0,33.0,0,2,4
756,1.0,0,2.0,35.0,0,1,6
757,2.0,0,1.0,27.0,0,2,2
758,3.0,0,1.0,44.0,0,1,6
759,3.0,0,3.0,18.0,0,1,4
760,1.0,1,3.0,31.0,0,2,7
761,1.0,0,1.0,21.0,0,2,7
762,3.0,1,1.0,27.0,0,2,6
763,1.0,0,1.0,36.0,0,2,6
764,1.0,1,2.0,33.0,0,1,7
765,1.0,0,1.0,30.0,0,1,6
766,1.0,1,1.0,29.0,0,2,7
767,2.0,0,3.0,32.0,0,2,2
768,2.0,1,3.0,31.0,0,1,2
769,2.0,1,1.0,27.0,0,1,2
770,2.0,1,3.0,25.0,0,2,2
771,2.0,1,3.0,38.0,0,1,2
772,1.0,0,1.0,47.0,0,2,6
773,1.0,0,1.0,24.0,0,2,7
774,1.0,1,1.0,46.0,0,2,7
775,1.0,1,1.0,16.0,0,2,7
776,1.0,0,1.0,30.0,0,1,6
777,1.0,0,1.0,0.0,0,1,7
778,3.0,1,1.0,60.0,0,2,6
779,2.0,0,1.0,50.0,0,2,3
780,1.0,1,2.0,37.0,0,2,7
781,1.0,1,3.0,27.0,0,2,7
782,3.0,0,1.0,29.0,0,1,6
783,2.0,0,1.0,26.0,0,2,2
784,2.0,0,1.0,22.0,0,2,2
785,3.0,0,1.0,26.0,0,1,6
786,3.0,0,1.0,26.0,0,1,5
787,1.0,0,1.0,14.0,0,2,5
788,1.0,0,1.0,26.0,0,1,6
789,1.0,1,2.0,20.0,0,1,7
790,3.0,0,1.0,19.0,0,2,5
791,3.0,0,3.0,14.0,0,1,4
792,1.0,1,1.0,69.0,0,1,7
793,2.0,0,1.0,26.0,0,2,3
794,2.0,0,3.0,25.0,0,2,2
795,3.0,0,1.0,36.0,0,2,4
796,1.0,1,1.0,34.0,0,2,7
797,2.0,0,1.0,4.0,0,2,2
798,2.0,0,1.0,1.0,0,2,2
799,2.0,1,1.0,24.0,0,2,2
800,2.0,0,1.0,21.0,0,2,2
801,2.0,1,1.0,25.0,0,2,2
802,2.0,1,3.0,44.0,0,2,2
803,1.0,0,1.0,22.0,0,2,7
804,3.0,1,1.0,64.0,0,1,6
805,2.0,0,1.0,32.0,0,1,5
806,1.0,0,1.0,42.0,0,1,7
807,2.0,1,1.0,29.0,0,2,5
808,1.0,1,2.0,4.0,0,2,7
809,1.0,0,1.0,17.0,0,2,5
810,1.0,0,1.0,21.0,0,1,6
811,2.0,1,1.0,52.0,0,1,3
812,2.0,1,1.0,29.0,0,1,3
813,1.0,0,1.0,35.0,0,2,6
814,3.0,1,3.0,23.0,0,2,6
815,1.0,0,1.0,27.0,0,2,6
816,1.0,1,1.0,8.0,0,1,7
817,2.0,0,1.0,20.0,0,2,3
818,2.0,1,3.0,16.0,0,2,3
819,1.0,0,1.0,35.0,0,2,5
820,3.0,0,1.0,44.0,0,1,6
821,1.0,0,1.0,19.0,0,1,6
822,2.0,1,1.0,2.0,0,2,3
823,2.0,0,1.0,30.0,0,2,3
824,2.0,0,1.0,28.0,0,2,3
826,1.0,0,1.0,20.0,0,2,6
827,1.0,1,1.0,22.0,0,1,7
828,1.0,0,1.0,14.0,0,2,6
829,1.0,0,1.0,20.0,0,1,6
830,1.0,0,1.0,45.0,0,2,6
831,1.0,0,3.0,19.0,0,2,6
833,1.0,0,1.0,23.0,0,1,6
834,1.0,0,1.0,43.0,0,1,7
835,3.0,0,1.0,20.0,0,2,6
836,3.0,1,1.0,11.0,0,2,6
837,3.0,0,1.0,20.0,0,2,6
838,1.0,1,1.0,21.0,0,1,7
839,1.0,0,1.0,17.0,0,2,6
840,1.0,0,1.0,32.0,0,1,7
841,1.0,0,1.0,24.0,0,1,7
842,1.0,1,1.0,4.0,0,1,7
843,1.0,0,1.0,4.0,0,1,7
844,1.0,0,2.0,36.0,0,1,6
845,3.0,0,1.0,27.0,0,2,4
846,1.0,1,1.0,46.0,0,1,7
847,3.0,1,3.0,24.0,0,2,6
848,3.0,0,1.0,3.0,0,2,6
849,1.0,0,3.0,21.0,0,1,6
850,1.0,0,1.0,42.0,0,2,5
851,3.0,1,1.0,26.0,0,2,6
852,1.0,1,1.0,38.0,0,1,7
853,1.0,0,3.0,36.0,0,2,6
854,2.0,0,3.0,28.0,0,1,2
855,2.0,1,1.0,62.0,0,1,2
856,1.0,0,1.0,22.0,0,1,6
857,1.0,0,1.0,18.0,0,1,7
858,1.0,0,1.0,12.0,0,1,7
859,1.0,0,1.0,32.0,0,2,6
860,1.0,0,1.0,11.0,0,2,7
861,1.0,1,1.0,47.0,0,1,7
862,1.0,1,1.0,48.0,0,1,7
863,3.0,1,3.0,38.0,0,1,6
864,3.0,1,1.0,19.0,0,1,6
865,3.0,0,1.0,22.0,0,2,5
866,3.0,0,1.0,21.0,0,2,6
867,1.0,0,3.0,37.0,0,1,6
868,1.0,0,3.0,28.0,0,1,5
869,1.0,0,1.0,15.0,0,2,6
870,1.0,0,1.0,57.0,0,2,6
871,1.0,1,1.0,22.0,0,1,7
872,1.0,0,3.0,22.0,0,2,7
873,1.0,1,2.0,29.0,0,2,7
874,1.0,0,1.0,0.0,0,2,7
875,3.0,1,1.0,44.0,0,2,6
876,1.0,0,1.0,22.0,0,1,6
877,3.0,1,1.0,25.0,0,1,5
878,1.0,0,1.0,64.0,0,1,7
879,1.0,0,1.0,21.0,0,1,6
880,1.0,0,1.0,35.0,0,1,5
881,1.0,1,2.0,15.0,0,2,7
882,1.0,0,1.0,48.0,0,2,6
883,2.0,1,1.0,22.0,0,2,2
884,2.0,1,1.0,42.0,0,2,2
885,2.0,1,3.0,13.0,0,2,2
886,3.0,1,1.0,35.0,0,1,6
887,3.0,0,1.0,27.0,0,1,6
888,1.0,1,3.0,21.0,0,1,7
889,3.0,0,1.0,22.0,0,1,4
890,2.0,0,1.0,33.0,0,2,3
891,2.0,0,3.0,25.0,0,2,2
892,2.0,1,1.0,37.0,0,2,2
893,2.0,1,3.0,36.0,0,2,2
894,2.0,0,3.0,47.0,0,2,2
895,2.0,1,1.0,34.0,0,2,2
896,2.0,1,3.0,29.0,0,2,2
897,2.0,0,3.0,39.0,0,1,3
898,1.0,0,3.0,27.0,0,1,6
899,1.0,0,3.0,35.0,0,1,7
900,1.0,0,1.0,0.0,0,1,7
901,2.0,1,3.0,33.0,0,1,3
902,3.0,0,1.0,24.0,0,1,6
903,3.0,0,1.0,19.0,0,2,6
904,3.0,0,1.0,33.0,0,2,4
905,1.0,0,1.0,19.0,0,2,6
906,3.0,1,1.0,16.0,0,1,5
907,1.0,0,1.0,47.0,0,2,7
908,3.0,1,1.0,40.0,0,2,6
909,3.0,1,1.0,19.0,0,1,6
910,3.0,0,1.0,27.0,0,2,6
911,2.0,0,1.0,31.0,0,2,5
912,1.0,0,1.0,24.0,0,1,6
913,2.0,0,3.0,31.0,0,1,1
914,2.0,1,2.0,41.0,0,1,3
915,2.0,1,1.0,16.0,0,1,3
916,2.0,0,1.0,27.0,0,1,3
917,3.0,0,1.0,11.0,0,2,6
918,3.0,0,3.0,28.0,0,2,6
919,3.0,0,1.0,51.0,0,2,6
920,3.0,0,1.0,1.0,0,2,6
921,1.0,0,1.0,56.0,0,1,7
922,3.0,0,1.0,26.0,0,1,6
923,3.0,1,1.0,57.0,0,1,6
924,3.0,1,1.0,13.0,0,1,6
925,1.0,1,2.0,32.0,0,2,7
926,1.0,0,2.0,28.0,0,2,6
927,1.0,0,1.0,12.0,0,2,7
928,3.0,0,2.0,35.0,0,1,6
929,3.0,0,1.0,33.0,1,1,6
930,1.0,1,2.0,14.0,0,1,7
931,1.0,0,1.0,26.0,0,2,7
932,1.0,0,3.0,25.0,0,1,6
933,1.0,0,1.0,27.0,0,2,6
934,1.0,0,1.0,23.0,0,1,6
935,3.0,0,1.0,45.0,0,1,5
936,1.0,0,3.0,50.0,0,2,6
937,1.0,0,1.0,24.0,0,2,7
938,2.0,0,1.0,54.0,0,2,2
939,2.0,1,3.0,19.0,0,2,2
940,1.0,0,1.0,19.0,0,2,6
941,2.0,1,3.0,28.0,0,2,4
942,2.0,0,3.0,28.0,0,2,4
943,3.0,0,3.0,39.0,0,1,6
944,1.0,0,1.0,20.0,0,1,6
945,1.0,0,1.0,30.0,0,1,7
946,1.0,1,1.0,35.0,0,1,7
947,2.0,0,3.0,36.0,0,2,2
948,1.0,0,1.0,33.0,0,1,6
949,3.0,0,1.0,30.0,0,1,5
950,1.0,0,1.0,25.0,0,2,5
951,3.0,1,1.0,45.0,0,2,6
952,1.0,0,1.0,23.0,0,2,7
953,1.0,1,3.0,51.0,0,1,7
954,3.0,1,1.0,31.0,0,1,6
955,3.0,1,3.0,55.0,0,1,6
956,1.0,0,2.0,24.0,0,2,6
957,3.0,1,1.0,57.0,0,2,6
958,3.0,1,1.0,24.0,0,2,5
959,1.0,0,1.0,44.0,0,2,6
960,1.0,0,1.0,0.0,0,2,7
961,1.0,0,1.0,15.0,0,1,6
962,2.0,1,1.0,49.0,0,2,5
963,3.0,1,1.0,24.0,0,2,6
964,3.0,0,1.0,47.0,0,2,6
965,3.0,0,1.0,26.0,0,2,5
966,3.0,0,1.0,26.0,0,2,6
967,1.0,1,1.0,4.0,0,2,7
968,2.0,0,1.0,30.0,0,2,3
969,1.0,1,1.0,23.0,0,2,7
970,1.0,0,1.0,23.0,0,2,7
971,1.0,1,1.0,4.0,0,2,7
972,1.0,1,1.0,3.0,0,2,7
973,2.0,0,3.0,42.0,1,2,2
974,1.0,0,1.0,22.0,0,1,6
975,1.0,0,1.0,21.0,0,1,7
976,1.0,0,3.0,28.0,0,2,6
977,3.0,0,1.0,35.0,0,1,4
978,3.0,1,1.0,20.0,0,1,6
979,1.0,1,2.0,22.0,0,1,7
980,1.0,0,1.0,30.0,0,1,7
981,1.0,0,1.0,0.0,0,1,7
982,2.0,1,1.0,22.0,0,1,2
983,2.0,0,1.0,15.0,0,1,2
984,3.0,0,1.0,4.0,0,1,6
985,3.0,1,1.0,19.0,0,1,6
986,3.0,1,1.0,29.0,0,1,6
987,1.0,1,1.0,17.0,0,2,7
988,1.0,0,3.0,21.0,0,1,6
989,1.0,1,2.0,20.0,0,2,7
990,1.0,0,1.0,24.0,0,1,7
991,1.0,1,2.0,6.0,0,1,7
992,1.0,0,2.0,9.0,0,1,7
993,1.0,0,1.0,21.0,0,1,7
994,1.0,1,1.0,46.0,0,1,7
995,1.0,0,1.0,20.0,0,1,6
996,3.0,0,3.0,27.0,0,2,6
997,3.0,1,1.0,23.0,0,1,6
998,2.0,1,1.0,28.0,0,1,3
999,2.0,0,3.0,53.0,0,1,3
1000,2.0,0,1.0,41.0,0,1,3
1001,2.0,0,3.0,32.0,0,1,3
1002,2.0,0,1.0,27.0,0,1,3
1003,1.0,0,1.0,31.0,0,2,6
1004,1.0,0,1.0,20.0,0,2,5
1005,1.0,0,1.0,19.0,0,2,6
1006,3.0,1,1.0,55.0,0,2,6
1007,1.0,0,1.0,35.0,0,2,6
1008,3.0,1,1.0,70.0,0,2,6
1009,1.0,0,3.0,22.0,0,2,7
1010,1.0,0,1.0,46.0,0,2,6
1011,1.0,0,1.0,16.0,0,2,6
1012,1.0,0,1.0,14.0,0,1,7
1013,1.0,0,1.0,13.0,0,2,7
1014,1.0,1,3.0,44.0,0,1,7
1015,1.0,0,1.0,15.0,0,1,6
1016,1.0,0,1.0,32.0,0,2,7
1017,2.0,0,3.0,26.0,0,1,3
1018,2.0,0,1.0,42.0,0,1,3
1019,1.0,1,1.0,44.0,0,2,7
1021,1.0,0,1.0,35.0,0,2,7
1022,1.0,1,1.0,35.0,0,2,7
1023,1.0,0,2.0,24.0,0,2,5
1024,1.0,1,2.0,19.0,0,2,7
1025,2.0,0,1.0,37.0,0,1,2
1026,2.0,1,3.0,31.0,0,1,2
1027,1.0,1,1.0,39.0,0,2,7
1028,1.0,0,1.0,35.0,0,1,6
1029,1.0,0,1.0,26.0,0,2,6
1031,3.0,1,3.0,0.0,0,1,6
1032,3.0,1,1.0,8.0,0,1,6
1033,1.0,0,1.0,44.0,0,2,6
1034,1.0,0,1.0,20.0,0,1,6
1035,1.0,0,1.0,56.0,0,1,7
1036,1.0,0,1.0,31.0,0,1,6
1037,1.0,0,3.0,16.0,0,1,6
1038,1.0,1,2.0,29.0,0,1,7
1039,1.0,0,1.0,22.0,0,2,7
1040,1.0,0,1.0,39.0,0,1,6
1041,2.0,1,3.0,25.0,0,2,3
1042,2.0,0,1.0,43.0,0,2,3
1043,2.0,1,3.0,37.0,0,2,3
1044,1.0,0,2.0,24.0,0,2,7
1045,1.0,0,3.0,53.0,0,2,7
1047,3.0,0,1.0,24.0,0,1,6
1048,3.0,0,1.0,31.0,0,1,5
1049,1.0,0,1.0,27.0,0,1,5
1050,1.0,0,2.0,57.0,0,1,6
1051,2.0,0,1.0,26.0,0,2,8
1052,1.0,0,1.0,15.0,0,1,5
1053,3.0,1,1.0,19.0,0,1,6
1054,1.0,0,2.0,27.0,0,1,7
1055,3.0,1,1.0,23.0,0,2,6
1056,1.0,1,1.0,6.0,0,1,7
1057,1.0,0,1.0,15.0,0,2,5
1058,1.0,1,3.0,2.0,0,1,7
1059,1.0,0,1.0,21.0,0,1,6
1060,1.0,0,1.0,0.0,0,1,7
1061,1.0,1,3.0,18.0,0,1,7
1062,1.0,0,1.0,46.0,0,2,6
1063,1.0,1,3.0,43.0,0,1,1
1064,2.0,1,1.0,45.0,1,1,1
1065,2.0,0,3.0,40.0,0,1,3
1066,2.0,0,1.0,44.0,0,1,3
1067,1.0,0,3.0,27.0,0,1,6
1068,1.0,0,1.0,55.0,0,1,6
1069,1.0,0,1.0,24.0,0,1,5
1070,1.0,0,1.0,27.0,0,1,6
1071,2.0,0,3.0,33.0,0,1,3
1072,2.0,1,3.0,35.0,0,1,3
1073,2.0,1,1.0,33.0,0,1,4
1074,1.0,0,1.0,34.0,0,2,6
1075,2.0,0,3.0,37.0,0,1,3
1076,1.0,1,1.0,46.0,0,2,7
1077,1.0,0,1.0,45.0,0,2,6
1078,1.0,0,1.0,14.0,0,1,6
1079,1.0,0,2.0,26.0,0,2,7
1080,1.0,0,1.0,56.0,0,1,7
1081,1.0,1,2.0,24.0,0,2,7
1082,1.0,1,2.0,19.0,0,2,7
1083,3.0,1,1.0,51.0,0,2,6
1084,2.0,0,3.0,24.0,0,2,3
1085,1.0,0,1.0,23.0,0,2,6
1086,1.0,1,1.0,21.0,0,1,7
1087,1.0,1,1.0,6.0,0,2,5
1088,1.0,0,1.0,11.0,0,2,5
1089,1.0,0,1.0,4.0,0,2,5
1090,1.0,0,1.0,0.0,0,2,5
1091,1.0,1,1.0,7.0,0,2,5
1092,1.0,0,1.0,24.0,0,2,5
1093,1.0,0,1.0,32.0,0,2,6
1094,1.0,0,1.0,43.0,0,2,6
1095,1.0,1,1.0,24.0,0,1,7
1096,1.0,0,1.0,49.0,0,1,6
1097,1.0,0,2.0,21.0,0,1,6
1099,1.0,0,1.0,25.0,0,2,7
1100,1.0,1,2.0,27.0,0,2,7
1101,1.0,1,2.0,14.0,0,1,7
1102,1.0,0,1.0,67.0,0,2,7
1103,2.0,1,3.0,17.0,0,1,2
1104,2.0,0,1.0,44.0,0,1,2
1105,1.0,0,3.0,52.0,0,1,2
1106,2.0,1,3.0,14.0,0,1,2
1107,1.0,0,1.0,17.0,0,1,6
1108,3.0,0,1.0,19.0,0,1,5
1109,3.0,0,1.0,36.0,0,1,6
1110,3.0,1,3.0,19.0,0,1,6
1111,3.0,0,1.0,25.0,0,1,4
1112,3.0,0,1.0,39.0,0,1,6
1113,3.0,0,3.0,32.0,0,2,6
1114,3.0,0,1.0,75.0,0,2,6
1115,2.0,1,1.0,37.0,0,2,4
1116,2.0,1,3.0,25.0,0,2,4
1117,2.0,0,1.0,33.0,0,2,4
1118,2.0,0,3.0,25.0,0,2,4
1119,1.0,0,1.0,24.0,0,1,7
1120,1.0,0,1.0,22.0,0,1,6
1121,1.0,0,1.0,22.0,0,1,5
1122,1.0,1,1.0,36.0,0,1,7
1123,1.0,1,1.0,4.0,0,1,7
1124,1.0,0,1.0,61.0,0,1,7
1125,1.0,0,1.0,0.0,0,1,7
1126,1.0,0,1.0,15.0,0,1,6
1127,3.0,0,1.0,42.0,0,1,6
1128,3.0,0,1.0,27.0,0,2,5
1129,3.0,1,1.0,5.0,0,2,6
1130,2.0,0,1.0,32.0,0,2,1
1131,2.0,1,3.0,38.0,0,2,1
1132,1.0,1,2.0,21.0,0,2,7
1133,1.0,0,2.0,23.0,0,2,7
1134,1.0,0,1.0,34.0,0,2,7
1135,3.0,1,1.0,28.0,0,1,6
1136,1.0,0,1.0,23.0,0,1,7
1137,1.0,1,1.0,14.0,0,1,7
1138,1.0,0,1.0,60.0,0,2,6
1139,1.0,1,2.0,78.0,0,2,7
1140,1.0,1,3.0,6.0,0,2,7
1141,1.0,0,3.0,17.0,0,2,6
1142,1.0,0,3.0,41.0,0,1,6
1143,1.0,0,2.0,40.0,0,2,6
1144,2.0,0,3.0,47.0,0,2,3
1145,1.0,0,1.0,23.0,0,2,7
1146,1.0,0,1.0,41.0,0,1,6
1147,1.0,0,1.0,60.0,0,1,5
1148,1.0,0,1.0,46.0,0,2,7
1149,2.0,0,3.0,19.0,0,2,2
1150,2.0,1,3.0,18.0,0,2,2
1151,1.0,1,1.0,0.0,0,1,7
1152,1.0,0,2.0,28.0,0,1,7
1153,1.0,0,1.0,30.0,0,1,6
1154,1.0,0,3.0,9.0,0,1,7
1156,1.0,1,1.0,4.0,0,1,7
1157,1.0,0,2.0,22.0,0,1,6
1158,1.0,1,1.0,32.0,0,2,7
1159,1.0,0,1.0,7.0,0,2,7
1160,1.0,0,1.0,19.0,0,2,7
1161,1.0,1,1.0,34.0,0,1,7
1162,1.0,0,1.0,24.0,0,1,6
1163,1.0,0,1.0,17.0,0,1,6
1164,1.0,0,1.0,31.0,0,1,7
1165,1.0,0,1.0,42.0,0,2,6
1166,2.0,1,3.0,14.0,0,1,2
1167,2.0,1,3.0,27.0,0,1,2
1168,1.0,0,1.0,21.0,0,1,6
1169,1.0,1,3.0,24.0,0,1,7
1170,3.0,0,1.0,34.0,0,1,5
1171,3.0,0,3.0,35.0,0,2,4
1172,2.0,1,3.0,43.0,0,2,5
1173,3.0,1,1.0,25.0,0,2,6
1174,3.0,0,1.0,19.0,0,2,6
1175,1.0,0,1.0,25.0,0,2,6
1176,1.0,1,3.0,22.0,0,2,7
1178,2.0,0,3.0,42.0,0,2,4
1179,2.0,0,3.0,40.0,0,2,4
1180,3.0,1,1.0,71.0,0,2,6
1181,3.0,0,1.0,18.0,0,2,6
1182,3.0,0,1.0,34.0,1,2,5
1183,3.0,0,1.0,4.0,0,1,6
1184,3.0,1,1.0,18.0,0,1,6
1185,3.0,0,1.0,22.0,0,1,4
1186,1.0,0,1.0,38.0,0,2,6
1187,2.0,0,3.0,33.0,0,2,3
1188,2.0,0,2.0,27.0,1,2,3
1189,2.0,1,1.0,18.0,0,2,2
1190,2.0,0,3.0,34.0,0,2,2
1191,1.0,0,3.0,66.0,0,2,7
1192,2.0,1,1.0,47.0,0,2,3
1193,1.0,0,1.0,35.0,0,2,6
1194,1.0,1,1.0,23.0,0,1,7
1195,1.0,0,1.0,36.0,0,1,6
1197,3.0,1,1.0,35.0,0,2,6
1198,1.0,0,1.0,15.0,0,2,6
1199,2.0,0,1.0,39.0,1,1,3
1200,1.0,0,3.0,48.0,0,1,7
1201,3.0,1,1.0,47.0,0,2,6
1202,2.0,1,3.0,21.0,0,1,2
1203,2.0,1,1.0,31.0,0,1,2
1205,1.0,0,1.0,32.0,0,1,6
1206,1.0,0,2.0,22.0,0,2,6
1207,3.0,1,3.0,40.0,0,1,6
1208,1.0,1,1.0,15.0,0,2,7
1209,1.0,0,1.0,33.0,0,2,7
1210,3.0,1,1.0,28.0,0,2,5
1211,3.0,1,1.0,17.0,0,2,6
1212,1.0,0,1.0,20.0,0,2,6
1213,1.0,0,1.0,42.0,0,1,6
1214,1.0,1,1.0,18.0,0,1,7
1215,3.0,0,3.0,27.0,0,1,6
1216,3.0,1,1.0,32.0,0,2,6
1217,1.0,1,1.0,19.0,0,2,7
1218,1.0,1,1.0,9.0,0,2,7
1219,3.0,0,1.0,36.0,0,1,6
1220,1.0,1,1.0,21.0,0,1,7
1221,2.0,1,1.0,40.0,0,1,2
1222,1.0,1,1.0,42.0,0,1,7
1223,3.0,1,1.0,40.0,0,1,6
1224,3.0,1,1.0,22.0,0,1,6
1225,3.0,0,1.0,15.0,0,1,5
1226,1.0,1,1.0,38.0,0,2,7
1227,1.0,0,3.0,15.0,0,2,6
1228,1.0,1,2.0,24.0,0,1,7
1229,1.0,1,1.0,22.0,0,2,7
1230,1.0,0,1.0,24.0,0,2,6
1231,1.0,0,1.0,25.0,0,2,7
1232,1.0,0,1.0,22.0,0,1,6
1233,1.0,0,1.0,57.0,0,1,6
1234,3.0,0,1.0,25.0,0,2,6
1235,1.0,0,1.0,21.0,0,1,6
1236,1.0,1,3.0,41.0,0,1,7
1237,2.0,0,3.0,27.0,0,2,3
1238,1.0,0,1.0,18.0,0,2,6
1239,1.0,0,1.0,61.0,0,2,6
1240,1.0,1,1.0,9.0,0,2,7
1241,1.0,0,1.0,1.0,0,2,7
1242,1.0,0,1.0,27.0,0,1,6
1244,1.0,1,2.0,2.0,0,1,7
1245,1.0,0,1.0,0.0,0,1,7
1246,3.0,1,1.0,25.0,0,2,6
1247,1.0,0,1.0,22.0,0,2,6
1248,3.0,0,1.0,32.0,1,1,6
1249,3.0,0,1.0,28.0,0,2,4
1250,2.0,1,1.0,43.0,0,2,3
1251,2.0,0,3.0,28.0,0,1,3
1252,2.0,1,3.0,32.0,0,2,2
1253,2.0,0,1.0,54.0,0,2,2
1254,2.0,0,1.0,27.0,0,2,2
1255,2.0,1,1.0,30.0,0,2,2
1256,2.0,1,3.0,25.0,0,2,2
1257,3.0,0,1.0,39.0,0,1,6
1258,1.0,0,1.0,14.0,0,1,7
1259,1.0,0,1.0,8.0,0,2,7
1260,1.0,0,1.0,22.0,0,2,7
1261,2.0,0,1.0,27.0,0,1,2
1262,1.0,1,2.0,43.0,0,2,7
1263,1.0,0,1.0,16.0,0,2,6
1264,1.0,0,1.0,40.0,0,1,7
1265,2.0,1,1.0,48.0,0,1,2
1266,2.0,0,1.0,25.0,0,1,3
1267,2.0,0,1.0,29.0,0,2,3
1268,1.0,0,2.0,60.0,0,2,6
1269,1.0,1,1.0,22.0,0,2,7
1270,2.0,1,3.0,37.0,0,2,2
1271,2.0,1,3.0,35.0,0,2,2
1272,3.0,0,1.0,23.0,0,1,6
1273,3.0,0,1.0,24.0,0,1,5
1274,3.0,0,1.0,15.0,0,1,6
1275,2.0,0,1.0,18.0,0,1,4
1276,2.0,1,3.0,14.0,0,1,4
1277,3.0,0,1.0,39.0,0,2,4
1278,3.0,1,1.0,12.0,0,2,6
1279,3.0,0,1.0,43.0,0,2,6
